GENDER,AGE,MARITAL_STATUS,PROFESSION
F,31,Married,Professional
M,24,Single,Student
M,25,Unspecified,Sales
M,25,Unspecified,Sales
M,20,Single,Trades
M,25,Married,Other
M,28,Single,Other
M,28,Single,Other
F,28,Single,Sales
F,26,Single,Student
F,26,Single,Student
F,26,Single,Student
F,49,Married,Other
M,34,Married,Sales
M,34,Married,Sales
F,42,Married,Other
F,23,Single,Other
F,32,Single,Professional
M,39,Married,Executive
M,39,Married,Executive
F,24,Single,Professional
M,52,Married,Professional
M,52,Married,Professional
M,31,Single,Trades
F,29,Married,Retail
F,38,Single,Professional
M,39,Single,Professional
M,39,Single,Professional
M,38,Married,Professional
F,44,Married,Other
F,44,Married,Other
F,40,Married,Other
M,27,Single,Trades
M,27,Single,Trades
F,43,Married,Other
F,43,Married,Other
F,43,Married,Other
F,22,Single,Student
M,25,Married,Professional
M,25,Married,Professional
M,42,Married,Other
M,42,Married,Other
M,42,Married,Other
M,42,Married,Other
M,42,Married,Other
F,43,Married,Other
M,20,Single,Trades
F,46,Married,Executive
F,46,Married,Executive
M,41,Married,Professional
M,41,Married,Professional
M,22,Single,Other
M,34,Married,Other
M,34,Married,Other
F,27,Single,Professional
M,20,Single,Other
F,38,Married,Professional
F,38,Married,Professional
F,34,Married,Executive
F,34,Married,Executive
F,26,Married,Other
F,26,Married,Other
M,33,Married,Other
M,33,Married,Other
F,46,Married,Executive
M,44,Married,Other
F,21,Single,Student
M,43,Married,Other
M,29,Single,Other
F,35,Single,Other
F,26,Single,Other
F,24,Married,Other
F,24,Married,Other
F,24,Married,Other
M,26,Single,Other
M,26,Single,Other
F,26,Single,Retail
M,32,Married,Sales
M,28,Married,Executive
M,42,Married,Professional
M,20,Single,Other
M,20,Single,Other
M,43,Single,Sales
M,41,Married,Other
M,39,Married,Sales
F,25,Married,Executive
F,32,Married,Professional
F,32,Married,Professional
F,32,Married,Professional
F,28,Single,Retail
F,25,Single,Professional
M,41,Unspecified,Trades
M,52,Married,Professional
M,52,Married,Professional
M,52,Married,Professional
F,28,Single,Professional
M,28,Single,Other
M,28,Single,Other
F,27,Single,Professional
F,27,Single,Student
M,24,Single,Trades
F,28,Single,Retail
F,27,Single,Retail
F,27,Single,Retail
M,31,Single,Other
M,31,Single,Other
F,52,Married,Other
F,52,Married,Other
F,52,Married,Other
F,23,Single,Other
M,20,Single,Sales
M,28,Single,Other
F,37,Single,Other
M,36,Married,Sales
F,25,Single,Professional
F,41,Married,Retail
M,20,Single,Professional
F,37,Single,Professional
M,29,Single,Student
M,26,Single,Sales
F,40,Unspecified,Hospitality
F,29,Single,Other
M,40,Married,Trades
M,40,Married,Trades
F,26,Married,Professional
F,27,Single,Other
F,24,Single,Other
F,45,Married,Executive
F,45,Married,Executive
F,45,Married,Executive
F,36,Married,Executive
F,36,Married,Executive
F,28,Single,Professional
M,40,Married,Other
F,26,Married,Executive
F,34,Married,Other
M,24,Single,Other
M,24,Single,Other
F,43,Married,Professional
F,42,Married,Executive
F,42,Married,Executive
F,42,Married,Executive
F,29,Single,Other
F,29,Single,Other
F,39,Single,Professional
F,31,Single,Professional
M,48,Married,Other
M,48,Married,Other
F,53,Unspecified,Hospitality
F,55,Married,Other
F,55,Married,Other
F,55,Married,Other
F,55,Married,Other
M,45,Married,Other
F,19,Single,Hospitality
F,22,Single,Retail
M,55,Unspecified,Other
M,25,Married,Sales
M,25,Married,Sales
F,38,Unspecified,Hospitality
F,38,Unspecified,Hospitality
F,37,Married,Other
M,36,Unspecified,Sales
M,36,Unspecified,Sales
M,36,Unspecified,Sales
M,36,Unspecified,Sales
M,26,Single,Trades
M,26,Single,Trades
F,22,Single,Student
F,47,Married,Executive
F,44,Unspecified,Hospitality
F,44,Unspecified,Hospitality
F,44,Unspecified,Hospitality
F,19,Single,Professional
F,28,Single,Retail
M,29,Single,Other
F,45,Married,Executive
F,45,Married,Executive
F,45,Married,Executive
F,45,Married,Executive
M,41,Married,Sales
M,36,Married,Trades
M,36,Married,Trades
M,36,Married,Trades
M,36,Married,Trades
M,36,Married,Trades
F,22,Single,Other
F,25,Single,Hospitality
F,25,Single,Hospitality
F,59,Married,Other
F,59,Married,Other
F,22,Single,Retail
M,28,Single,Other
F,57,Married,Retired
M,22,Single,Sales
M,25,Unspecified,Sales
M,24,Single,Sales
M,24,Single,Sales
M,39,Married,Other
M,38,Married,Trades
M,38,Married,Trades
F,29,Single,Other
M,23,Single,Trades
M,23,Single,Professional
M,23,Single,Professional
F,19,Single,Other
F,19,Single,Other
M,33,Married,Other
M,33,Married,Other
M,33,Married,Other
M,33,Married,Other
F,19,Single,Other
M,38,Married,Other
M,38,Married,Other
M,38,Married,Other
F,20,Single,Student
F,47,Married,Sales
M,27,Married,Other
F,69,Unspecified,Hospitality
F,69,Unspecified,Hospitality
F,28,Married,Retail
M,39,Single,Professional
F,40,Married,Other
M,34,Single,Professional
M,34,Single,Professional
F,44,Married,Other
F,44,Married,Other
F,44,Married,Other
F,26,Single,Other
F,23,Single,Other
M,37,Married,Executive
M,35,Married,Other
M,35,Married,Other
M,35,Married,Other
M,35,Married,Other
F,44,Married,Other
F,44,Married,Other
F,44,Married,Other
M,37,Married,Executive
M,33,Married,Trades
M,33,Married,Trades
M,46,Married,Professional
M,46,Married,Professional
M,36,Married,Trades
M,33,Single,Other
M,25,Single,Other
M,24,Single,Professional
F,31,Married,Retail
M,44,Married,Other
F,36,Married,Other
F,36,Married,Other
F,36,Married,Other
F,33,Married,Executive
F,24,Single,Other
F,24,Single,Other
F,24,Single,Other
F,19,Single,Student
F,19,Single,Student
F,24,Single,Other
M,22,Single,Sales
M,22,Single,Sales
M,31,Married,Other
M,31,Married,Other
M,45,Married,Professional
M,30,Single,Trades
M,41,Married,Other
F,18,Single,Retail
F,53,Married,Other
F,53,Married,Other
F,47,Unspecified,Hospitality
F,47,Unspecified,Hospitality
F,47,Unspecified,Hospitality
F,47,Unspecified,Hospitality
F,47,Unspecified,Hospitality
M,48,Married,Professional
M,48,Married,Professional
M,48,Married,Professional
F,35,Married,Other
M,41,Married,Trades
M,41,Married,Trades
F,39,Unspecified,Hospitality
F,38,Married,Other
F,38,Married,Other
F,40,Married,Other
F,30,Married,Executive
F,26,Single,Other
F,26,Single,Other
F,40,Married,Other
F,40,Married,Other
M,28,Married,Professional
M,28,Married,Professional
F,46,Unspecified,Hospitality
F,46,Unspecified,Hospitality
F,46,Unspecified,Hospitality
F,48,Married,Retired
F,26,Single,Student
F,43,Married,Retired
M,29,Single,Executive
M,29,Single,Executive
F,26,Single,Retail
M,35,Married,Professional
M,18,Single,Student
M,48,Married,Professional
M,48,Married,Professional
M,48,Married,Professional
F,29,Single,Professional
M,29,Single,Sales
M,29,Single,Sales
F,33,Married,Retail
F,33,Married,Retail
F,33,Married,Retail
F,33,Married,Retail
M,32,Single,Other
F,36,Married,Other
M,39,Married,Other
M,39,Married,Other
M,39,Married,Other
M,39,Married,Other
F,26,Single,Student
F,26,Single,Student
F,39,Married,Other
M,24,Single,Sales
M,36,Married,Sales
M,26,Single,Professional
M,26,Single,Professional
M,26,Single,Professional
F,39,Married,Other
F,27,Married,Other
F,33,Married,Retail
F,33,Married,Retail
F,33,Married,Retail
F,27,Single,Student
M,38,Married,Other
M,29,Single,Other
F,54,Married,Other
F,29,Single,Professional
M,29,Single,Trades
M,29,Single,Trades
F,28,Single,Other
M,22,Single,Professional
M,57,Married,Professional
M,57,Married,Professional
F,36,Single,Other
F,29,Single,Sales
M,21,Single,Sales
M,32,Married,Other
M,32,Married,Other
F,56,Married,Other
F,56,Married,Other
F,33,Married,Professional
F,44,Married,Other
F,27,Single,Other
F,25,Single,Student
F,25,Single,Student
M,25,Single,Other
M,25,Single,Professional
M,25,Single,Professional
F,37,Unspecified,Hospitality
F,29,Single,Other
M,21,Single,Student
F,33,Married,Other
F,33,Married,Other
F,33,Married,Other
F,33,Married,Other
F,33,Married,Other
F,30,Married,Other
M,35,Married,Trades
M,34,Single,Other
M,33,Married,Sales
M,33,Married,Sales
M,33,Married,Sales
M,33,Married,Sales
M,33,Married,Sales
M,32,Married,Other
F,25,Single,Other
F,25,Single,Other
F,25,Single,Other
F,42,Married,Other
F,50,Married,Other
F,68,Married,Other
F,68,Married,Other
M,28,Married,Other
F,33,Married,Hospitality
M,40,Married,Other
M,35,Married,Sales
F,37,Married,Professional
M,33,Married,Sales
M,33,Married,Sales
M,30,Married,Sales
M,42,Married,Executive
M,42,Married,Executive
F,46,Married,Hospitality
M,26,Single,Other
M,35,Single,Professional
M,35,Single,Professional
M,35,Single,Professional
F,38,Married,Executive
F,23,Single,Other
M,24,Single,Sales
F,22,Single,Retail
F,49,Married,Retail
F,63,Unspecified,Hospitality
M,44,Married,Other
M,44,Married,Other
F,48,Unspecified,Hospitality
M,36,Married,Sales
M,21,Single,Student
M,21,Single,Student
M,21,Single,Student
F,31,Married,Other
M,44,Married,Executive
M,27,Married,Sales
M,27,Married,Sales
M,27,Married,Sales
M,27,Married,Professional
M,27,Married,Professional
M,41,Married,Sales
M,41,Married,Sales
M,41,Married,Sales
M,19,Single,Other
M,19,Single,Other
F,39,Married,Other
F,39,Married,Other
F,39,Married,Other
M,23,Single,Other
M,23,Single,Other
M,29,Married,Professional
M,29,Married,Professional
M,39,Married,Sales
M,29,Single,Sales
M,24,Unspecified,Other
M,20,Single,Professional
F,32,Unspecified,Sales
F,63,Unspecified,Hospitality
F,30,Married,Executive
F,19,Single,Professional
F,19,Single,Professional
M,55,Married,Professional
M,55,Married,Professional
F,27,Single,Retail
M,24,Single,Other
M,24,Single,Other
F,36,Married,Professional
F,51,Unspecified,Hospitality
M,43,Married,Trades
M,43,Married,Trades
F,20,Single,Other
M,35,Married,Executive
M,37,Married,Trades
M,37,Married,Trades
M,37,Married,Trades
M,30,Married,Trades
M,30,Married,Trades
M,30,Married,Trades
M,35,Married,Trades
M,35,Married,Trades
M,35,Married,Trades
M,39,Single,Other
F,22,Single,Other
M,28,Single,Professional
F,44,Married,Executive
F,30,Married,Other
F,30,Married,Other
F,30,Married,Other
M,30,Single,Other
M,30,Single,Other
M,30,Single,Other
F,25,Single,Professional
M,34,Married,Sales
M,34,Married,Sales
F,30,Married,Hospitality
F,30,Married,Hospitality
F,45,Married,Executive
M,32,Married,Trades
M,59,Unspecified,Other
M,59,Unspecified,Other
M,59,Unspecified,Other
M,47,Married,Professional
M,47,Married,Professional
F,25,Single,Student
F,25,Single,Student
F,22,Single,Retail
M,35,Married,Executive
M,30,Married,Executive
M,30,Married,Executive
F,26,Single,Other
F,26,Single,Other
F,30,Married,Executive
F,30,Married,Executive
M,28,Single,Professional
M,28,Single,Professional
F,31,Married,Other
M,29,Single,Trades
M,29,Single,Trades
M,29,Single,Trades
F,30,Married,Other
F,30,Married,Other
M,31,Married,Trades
M,31,Married,Trades
F,23,Single,Other
F,54,Married,Other
F,57,Married,Other
F,57,Married,Other
F,24,Single,Other
F,20,Single,Other
F,27,Single,Other
F,27,Single,Other
F,27,Single,Other
M,25,Single,Sales
M,25,Single,Sales
F,31,Married,Professional
F,19,Single,Professional
F,32,Married,Other
F,41,Unspecified,Hospitality
M,33,Married,Other
F,36,Married,Professional
M,53,Unspecified,Other
M,53,Unspecified,Other
F,22,Single,Hospitality
F,21,Single,Hospitality
F,21,Single,Hospitality
F,21,Single,Hospitality
M,47,Married,Professional
F,20,Single,Student
M,35,Single,Other
M,30,Married,Executive
M,30,Married,Executive
F,23,Single,Student
M,34,Married,Executive
M,34,Married,Executive
F,23,Single,Professional
F,49,Married,Retired
F,49,Married,Retired
F,28,Married,Sales
M,25,Single,Professional
M,25,Single,Professional
F,30,Married,Executive
M,45,Married,Other
M,45,Married,Other
M,45,Married,Other
F,31,Married,Other
F,31,Married,Other
F,31,Married,Other
M,25,Single,Other
F,31,Married,Executive
F,21,Married,Other
F,21,Single,Retail
M,36,Married,Other
M,36,Married,Other
M,36,Married,Other
M,44,Married,Trades
F,37,Unspecified,Hospitality
M,41,Married,Other
M,43,Married,Executive
M,43,Married,Executive
F,29,Single,Sales
M,33,Married,Sales
M,36,Married,Sales
F,26,Married,Executive
F,37,Married,Executive
F,22,Married,Retail
M,33,Married,Other
M,59,Unspecified,Other
M,59,Unspecified,Other
F,37,Unspecified,Hospitality
F,40,Unspecified,Hospitality
F,40,Unspecified,Hospitality
F,40,Unspecified,Hospitality
F,40,Unspecified,Hospitality
M,44,Married,Executive
M,44,Married,Executive
F,25,Single,Retail
M,21,Single,Other
F,31,Married,Hospitality
F,43,Unspecified,Hospitality
F,43,Unspecified,Hospitality
M,37,Married,Other
M,37,Married,Other
F,28,Married,Executive
F,38,Single,Professional
M,30,Single,Professional
M,30,Single,Professional
M,19,Single,Professional
M,36,Unspecified,Trades
M,36,Unspecified,Trades
M,36,Unspecified,Trades
F,25,Single,Other
F,26,Married,Retail
F,26,Married,Retail
M,35,Married,Other
F,42,Unspecified,Hospitality
F,42,Unspecified,Hospitality
M,23,Single,Professional
M,23,Single,Professional
M,28,Single,Executive
F,35,Unspecified,Hospitality
F,35,Unspecified,Hospitality
F,21,Single,Professional
F,18,Single,Retail
M,41,Married,Other
M,38,Single,Professional
F,35,Married,Other
F,35,Married,Other
F,35,Married,Other
F,52,Married,Other
F,52,Married,Other
M,39,Married,Trades
F,38,Married,Professional
M,26,Single,Professional
M,26,Single,Professional
M,26,Single,Professional
F,25,Married,Executive
F,25,Married,Executive
M,19,Single,Other
M,19,Single,Other
F,28,Single,Student
F,40,Married,Other
M,33,Single,Professional
M,33,Single,Professional
F,31,Single,Professional
F,20,Single,Student
M,25,Married,Professional
M,25,Married,Professional
M,34,Married,Other
M,47,Unspecified,Other
M,47,Unspecified,Other
M,29,Single,Other
F,34,Married,Other
F,26,Married,Other
M,30,Married,Sales
M,33,Married,Other
F,18,Single,Other
F,49,Unspecified,Hospitality
F,49,Unspecified,Hospitality
M,24,Single,Professional
M,24,Single,Professional
F,35,Single,Other
M,54,Married,Professional
M,54,Married,Professional
M,43,Married,Executive
M,43,Married,Executive
M,43,Married,Executive
F,22,Single,Retail
F,58,Married,Retired
M,35,Married,Sales
F,37,Single,Retail
F,26,Single,Retail
F,30,Single,Other
M,39,Married,Trades
M,39,Single,Professional
M,31,Married,Other
F,28,Married,Professional
F,28,Married,Professional
F,28,Married,Professional
F,28,Married,Professional
F,20,Single,Professional
F,23,Single,Other
F,23,Single,Other
M,29,Single,Other
M,39,Married,Executive
M,39,Married,Executive
M,39,Married,Executive
M,39,Married,Executive
M,39,Married,Executive
F,61,Unspecified,Hospitality
F,61,Unspecified,Hospitality
M,19,Single,Student
M,35,Married,Executive
F,26,Married,Executive
F,45,Married,Sales
F,37,Single,Retail
M,41,Single,Other
F,41,Married,Other
M,34,Married,Trades
M,34,Married,Trades
M,34,Married,Trades
M,30,Married,Sales
M,35,Single,Professional
F,47,Married,Professional
F,46,Unspecified,Hospitality
F,45,Unspecified,Hospitality
M,42,Married,Other
M,42,Married,Other
M,20,Single,Other
M,20,Single,Other
F,32,Single,Professional
M,24,Single,Retail
M,42,Married,Executive
M,42,Married,Executive
M,28,Married,Professional
M,28,Married,Professional
M,28,Married,Professional
M,28,Married,Professional
M,41,Married,Executive
M,25,Single,Sales
M,25,Single,Sales
F,38,Single,Professional
M,27,Married,Other
M,29,Married,Sales
M,28,Single,Professional
M,28,Single,Professional
M,26,Single,Professional
M,26,Single,Professional
F,26,Single,Other
F,41,Married,Other
F,41,Married,Other
M,21,Single,Other
M,32,Married,Sales
M,23,Single,Sales
F,43,Married,Other
F,19,Single,Student
M,25,Single,Other
M,27,Married,Other
M,24,Single,Retail
F,32,Married,Professional
F,56,Married,Retired
F,29,Single,Other
F,29,Single,Other
F,40,Married,Sales
M,29,Single,Trades
M,29,Single,Trades
M,29,Single,Trades
M,30,Married,Other
M,30,Married,Other
M,30,Married,Other
F,25,Single,Retail
F,62,Unspecified,Hospitality
F,62,Unspecified,Hospitality
F,39,Single,Retail
F,21,Single,Professional
F,33,Single,Professional
F,27,Single,Other
M,43,Married,Other
M,22,Single,Trades
M,49,Unspecified,Trades
M,49,Unspecified,Trades
M,49,Unspecified,Trades
M,34,Single,Professional
M,34,Single,Professional
M,27,Single,Professional
M,20,Single,Sales
M,20,Single,Sales
M,58,Married,Other
F,28,Single,Professional
F,45,Married,Retired
F,45,Married,Retired
F,36,Married,Other
F,36,Married,Executive
F,37,Married,Retail
F,37,Married,Retail
F,37,Married,Retail
F,37,Married,Retail
F,37,Married,Retail
F,32,Married,Professional
F,25,Single,Student
M,54,Married,Retired
M,33,Single,Trades
